"路径","所属模块","文件类型","审阅状态","审阅日期","审计检查点","主要入口或调用者","风险等级","结论","是否需要二次复核"
".prettierrc.json","仓库根治理与配置","结构化配置/数据","暂未审阅","","CP-00 建档；CP-00A 证据语义","仓库根工具链或人工流程","未评级","[UNKNOWN] 已纳入基线，等待对应模块首审","否（尚未首审）"
"01_core_hexin/README.md","仓库根治理与配置","文档","暂未审阅","","CP-00 建档；CP-00A 证据语义","仓库根工具链或人工流程","未评级","[UNKNOWN] 已纳入基线，等待对应模块首审","否（尚未首审）"
"01_core_hexin/apps/auth-web/.env.example","应用/auth-web","example","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/.gitignore","应用/auth-web","无扩展名文件","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/README.md","应用/auth-web","文档","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/index.html","应用/auth-web","HTML","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/package.json","应用/auth-web","依赖清单","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/public/brand/apple-touch-icon.png","应用/auth-web","静态资源","已结构性审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","HTML/manifest/legacy静态资源链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/011] 资源引用、尺寸或XML/品牌关系已核对","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/public/brand/brand-lockup-horizontal.svg","应用/auth-web","静态资源","已结构性审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","HTML/manifest/legacy静态资源链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/011] 资源引用、尺寸或XML/品牌关系已核对","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/public/brand/brand-mark.svg","应用/auth-web","静态资源","已结构性审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","HTML/manifest/legacy静态资源链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/011] 资源引用、尺寸或XML/品牌关系已核对","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/public/brand/favicon.svg","应用/auth-web","静态资源","已结构性审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","HTML/manifest/legacy静态资源链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/011] 资源引用、尺寸或XML/品牌关系已核对","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/public/brand/icon-192.png","应用/auth-web","静态资源","已结构性审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","HTML/manifest/legacy静态资源链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/011] 资源引用、尺寸或XML/品牌关系已核对","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/public/brand/icon-512.png","应用/auth-web","静态资源","已结构性审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","HTML/manifest/legacy静态资源链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/011] 资源引用、尺寸或XML/品牌关系已核对","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/public/brand/share-wechat.png","应用/auth-web","静态资源","已结构性审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","HTML/manifest/legacy静态资源链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/011] 资源引用、尺寸或XML/品牌关系已核对","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/public/brand/site.webmanifest","应用/auth-web","静态资源","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/public/brand/wing-code-symbol.svg","应用/auth-web","静态资源","已结构性审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","HTML/manifest/legacy静态资源链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/011] 资源引用、尺寸或XML/品牌关系已核对","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/public/brand/wing-pattern.svg","应用/auth-web","静态资源","已结构性审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","HTML/manifest/legacy静态资源链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/011] 资源引用、尺寸或XML/品牌关系已核对","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/App.tsx","应用/auth-web","TypeScript源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","P2","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/buildEnvironment.test.ts","应用/auth-web","测试源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/buildEnvironment.ts","应用/auth-web","TypeScript源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/context/MallContext.tsx","应用/auth-web","TypeScript源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/hooks/useSmsResendCountdown.ts","应用/auth-web","TypeScript源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/index.css","应用/auth-web","样式","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/main.test.ts","应用/auth-web","测试源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/main.tsx","应用/auth-web","TypeScript源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","P2","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/screens/ConsumerIdentityPage.tsx","应用/auth-web","TypeScript源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/screens/IdentityAudienceSwitch.tsx","应用/auth-web","TypeScript源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/screens/LoginPage.tsx","应用/auth-web","TypeScript源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","GX","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","是（P1/GX二次复核）"
"01_core_hexin/apps/auth-web/src/screens/MorviaIdentityShell.tsx","应用/auth-web","TypeScript源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/screens/OperatorIdentityPage.test.ts","应用/auth-web","测试源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/screens/OperatorIdentityPage.tsx","应用/auth-web","TypeScript源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","P2","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/screens/registrationPresentation.test.ts","应用/auth-web","测试源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/screens/registrationPresentation.ts","应用/auth-web","TypeScript源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/screens/useIdentityActions.test.ts","应用/auth-web","测试源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/screens/useIdentityActions.ts","应用/auth-web","TypeScript源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/services/auth.test.ts","应用/auth-web","测试源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/services/auth.ts","应用/auth-web","TypeScript源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","GX","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","是（P1/GX二次复核）"
"01_core_hexin/apps/auth-web/src/services/authInteractionTelemetry.ts","应用/auth-web","TypeScript源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/services/canonicalIdentity.test.ts","应用/auth-web","测试源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/services/canonicalIdentity.ts","应用/auth-web","TypeScript源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","P1候选（关联F-0083）","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","是（P1/GX二次复核）"
"01_core_hexin/apps/auth-web/src/services/canonicalRegistration.test.ts","应用/auth-web","测试源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/services/canonicalRegistration.ts","应用/auth-web","TypeScript源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","P1候选（关联F-0083）","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","是（P1/GX二次复核）"
"01_core_hexin/apps/auth-web/src/services/consumerFacade.test.ts","应用/auth-web","测试源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/services/consumerFacade.ts","应用/auth-web","TypeScript源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/services/consumerIdentityEntry.test.ts","应用/auth-web","测试源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/services/consumerIdentityEntry.ts","应用/auth-web","TypeScript源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/services/consumerRegistration.test.ts","应用/auth-web","测试源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/services/consumerRegistration.ts","应用/auth-web","TypeScript源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/services/identityNodeEnvironment.ts","应用/auth-web","TypeScript源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","P1候选（关联F-0083）","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","是（P1/GX二次复核）"
"01_core_hexin/apps/auth-web/src/services/identityNodeRuntime.test.ts","应用/auth-web","测试源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/services/originPolicy.test.ts","应用/auth-web","测试源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/services/originPolicy.ts","应用/auth-web","TypeScript源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/services/otpPolicy.test.ts","应用/auth-web","测试源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/services/otpPolicy.ts","应用/auth-web","TypeScript源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/services/termsAcceptance.test.ts","应用/auth-web","测试源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/services/termsAcceptance.ts","应用/auth-web","TypeScript源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/src/types/index.ts","应用/auth-web","TypeScript源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/tsconfig.json","应用/auth-web","结构化配置/数据","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/vite.config.ts","应用/auth-web","TypeScript源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/auth-web/vitest.config.ts","应用/auth-web","TypeScript源码","已深入审阅","2026-09-14","AU-019；CP-19 Auth Web身份入口链","Auth bootstrap/页面/canonical服务/测试链；详见AU-019 files.csv","未发现独立高风险","[FACT][E-AU-019-001/002] 全文件关键逻辑、入口、调用、失败与测试关系已审","否（若后续升级P1/G3/GX再复核）"
"01_core_hexin/apps/console/.env.example","应用/console","example","已结构性审阅","2026-09-13","CP-02 前端页面与运行入口总图","AU-002 import/dynamic/framework/CSS/resource/API 第一跳图","未评级（结构）","[FACT][E-AU-002-002] 已核对本 AU 的入口、可达性、样式/资源或 API 第一跳；实现逻辑仍待模块深审","否（等待模块深审）"
"01_core_hexin/apps/console/.gitignore","应用/console","无扩展名文件","已结构性审阅","2026-09-13","CP-02 前端页面与运行入口总图","AU-002 import/dynamic/framework/CSS/resource/API 第一跳图","未评级（结构）","[FACT][E-AU-002-002] 已核对本 AU 的入口、可达性、样式/资源或 API 第一跳；实现逻辑仍待模块深审","否（等待模块深审）"
"01_core_hexin/apps/console/index.html","应用/console","HTML","已结构性审阅","2026-09-13","CP-02 前端页面与运行入口总图","AU-002 import/dynamic/framework/CSS/resource/API 第一跳图","未评级（结构）","[FACT][E-AU-002-002] 已核对本 AU 的入口、可达性、样式/资源或 API 第一跳；实现逻辑仍待模块深审","否（等待模块深审）"
"01_core_hexin/apps/console/package.json","应用/console","依赖清单","已结构性审阅","2026-09-13","CP-02 前端页面与运行入口总图","AU-002 import/dynamic/framework/CSS/resource/API 第一跳图","未评级（结构）","[FACT][E-AU-002-002] 已核对本 AU 的入口、可达性、样式/资源或 API 第一跳；实现逻辑仍待模块深审","否（等待模块深审）"
"01_core_hexin/apps/console/public/brand/apple-touch-icon.png","应用/console","静态资源","已结构性审阅","2026-09-13","CP-02 前端页面与运行入口总图","AU-002 import/dynamic/framework/CSS/resource/API 第一跳图","未评级（结构）","[FACT][E-AU-002-002] 已核对本 AU 的入口、可达性、样式/资源或 API 第一跳；实现逻辑仍待模块深审","否（等待模块深审）"
"01_core_hexin/apps/console/public/brand/brand-lockup-horizontal.svg","应用/console","静态资源","已结构性审阅","2026-09-13","CP-02 前端页面与运行入口总图","AU-002 import/dynamic/framework/CSS/resource/API 第一跳图","未评级（结构）","[FACT][E-AU-002-002] 已核对本 AU 的入口、可达性、样式/资源或 API 第一跳；实现逻辑仍待模块深审","否（等待模块深审）"
"01_core_hexin/apps/console/public/brand/brand-mark.svg","应用/console","静态资源","已结构性审阅","2026-09-13","CP-02 前端页面与运行入口总图","AU-002 import/dynamic/framework/CSS/resource/API 第一跳图","未评级（结构）","[FACT][E-AU-002-002] 已核对本 AU 的入口、可达性、样式/资源或 API 第一跳；实现逻辑仍待模块深审","否（等待模块深审）"
"01_core_hexin/apps/console/public/brand/favicon.svg","应用/console","静态资源","已结构性审阅","2026-09-13","CP-02 前端页面与运行入口总图","AU-002 import/dynamic/framework/CSS/resource/API 第一跳图","未评级（结构）","[FACT][E-AU-002-002] 已核对本 AU 的入口、可达性、样式/资源或 API 第一跳；实现逻辑仍待模块深审","否（等待模块深审）"
